plastic_type,pct_PP,pct_LDPE,pct_HDPE,temperature_C,residence_time_min,feedstock_mass_g,reactor_fill_pct,heating_rate_C_min,catalyst,oil_yield_wt%,gas_yield_wt%,char_yield_wt%,reactor_type,source_title,source_doi,confidence,notes
LDPE,0.0,100.0,0.0,450.0,60.0,,,5.0,none,82.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 38/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,400.0,45.0,,,5.0,none,78.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 39/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,450.0,60.0,,,5.0,none,82.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 40/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,450.0,60.0,,,5.0,none,80.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 41/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,500.0,60.0,,,10.0,none,68.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 42/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,500.0,75.0,,,5.0,none,76.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 43/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,400.0,60.0,,,3.0,none,70.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 44/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
LDPE,0.0,100.0,0.0,450.0,60.0,,,5.0,none,80.0,,,horizontal_quartz_tube_batch,Pyrolysis of Recycled LLDPE/LDPE Polymer Blend: Optimization of Process Parameters for High Yield of Wax,10.3390/recycling11030044,1.0,"PRIMARY SOURCE, exact value from full Box-Behnken RSM design Table 5 (run 45/45, 3 factors x 3 levels x 3 replicates). Response measured is WAX yield (condensable fraction), mapped to oil_yield_wt% as the closest schema equivalent. Non-condensable gas was NOT quantified in this study (stated explicitly); char/solid was 'visually minimal' but not measured - both left blank rather than estimated. Feedstock is a recycled LLDPE/LDPE blend (exact ratio undisclosed by supplier) - classified as LDPE in this schema as the closest existing category; note it is technically a linear/branched PE blend, not pure LDPE. Horizontal quartz tubular reactor, argon atmosphere, 5g feedstock. Study found heating rate (not temperature) was the dominant driver of yield - worth cross-checking against this project's other findings on feature importance. | VERIFICATION: table cross-checked against an independently-fetched PDF of the same paper - identical values confirmed, extraction is accurate. NOTE: the paper's own abstract/conclusion claims the max measured yield (82%) occurred at 400C/75min/3C-per-min, but no row in Table 5 has that exact combination (Box-Behnken design structurally excludes extreme corner points, per the design's own methodology) - 82% actually appears at the center point (450C/60min/5C-per-min, runs 38 and 40). This is an apparent inconsistency in the source paper's own text vs. its data table, not an error introduced by this extraction."
HDPE,0.0,0.0,100.0,300.0,,,,,none,89.0,9.0,2.0,fixed_bed,A review on the pyrolytic conversion of plastic waste into fuels and chemicals (secondary citation of ref [84]),https://www.sciencedirect.com/science/article/pii/S0165237024001347,0.6,"SECONDARY CITATION - primary ref [84] not independently verified. Temperature given as a range (250-350C, described as 'melting range for plastic'), midpoint used - treat temperature as approximate despite exact yield values"
LDPE,0.0,100.0,0.0,300.0,,,,,none,78.0,12.0,10.0,fixed_bed,A review on the pyrolytic conversion of plastic waste into fuels and chemicals (secondary citation of ref [84]),https://www.sciencedirect.com/science/article/pii/S0165237024001347,0.6,SECONDARY CITATION - same source/caveats as paired HDPE row above; temperature range midpoint used
HDPE,0.0,0.0,100.0,525.0,,,,,none,61.29,27.73,10.98,auger,"Techno-economic and environmental analysis of pyrolysis process simulation for plastic (PET) waste (validation dataset, likely citing an external experimental study)",https://www.sciencedirect.com/science/article/pii/B9780323958790500205,0.6,"SECONDARY CITATION - presented as validation data within a TEA/simulation paper, likely sourced from an external experimental study not independently identified. Exact triple, sums cleanly to 100.00%. Auger reactor - a reactor type not yet represented elsewhere in this dataset"
PP,100.0,0.0,0.0,158.0,,,,,HMOR_zeolite_10%,0.0,1.34,98.8,quartz_pyrolyzer,In Vitro and In Silico Evaluation of the Pyrolysis of Polyethylene and Polypropylene Environmental Waste,10.3390/polym17222968,1.0,"PRIMARY SOURCE, exact value from full CCD (Central Composite Design) Table 7, PP experiment 1/13. HMOR zeolite catalyst at stated ratio (0% = effectively thermal-only comparison point not present; all rows here are catalytic). DATA QUALITY FLAG: this paper's companion Table 8 (labeled as HDPE results under identical conditions) reproduces at least 8 of these 13 rows' liquid/char/gas values IDENTICALLY - almost certainly a table-duplication error in the source paper, not independent HDPE data. Table 8 was NOT added to this dataset as a result; only this PP table is used. Worth citing this catch as an example of literature quality-control in the project writeup."
PP,100.0,0.0,0.0,200.0,,,,,HMOR_zeolite_5%,20.74,23.62,55.85,quartz_pyrolyzer,In Vitro and In Silico Evaluation of the Pyrolysis of Polyethylene and Polypropylene Environmental Waste,10.3390/polym17222968,1.0,"PRIMARY SOURCE, exact value from full CCD (Central Composite Design) Table 7, PP experiment 2/13. HMOR zeolite catalyst at stated ratio (0% = effectively thermal-only comparison point not present; all rows here are catalytic). DATA QUALITY FLAG: this paper's companion Table 8 (labeled as HDPE results under identical conditions) reproduces at least 8 of these 13 rows' liquid/char/gas values IDENTICALLY - almost certainly a table-duplication error in the source paper, not independent HDPE data. Table 8 was NOT added to this dataset as a result; only this PP table is used. Worth citing this catch as an example of literature quality-control in the project writeup."
PP,100.0,0.0,0.0,200.0,,,,,HMOR_zeolite_15%,9.5,21.4,69.6,quartz_pyrolyzer,In Vitro and In Silico Evaluation of the Pyrolysis of Polyethylene and Polypropylene Environmental Waste,10.3390/polym17222968,1.0,"PRIMARY SOURCE, exact value from full CCD (Central Composite Design) Table 7, PP experiment 3/13. HMOR zeolite catalyst at stated ratio (0% = effectively thermal-only comparison point not present; all rows here are catalytic). DATA QUALITY FLAG: this paper's companion Table 8 (labeled as HDPE results under identical conditions) reproduces at least 8 of these 13 rows' liquid/char/gas values IDENTICALLY - almost certainly a table-duplication error in the source paper, not independent HDPE data. Table 8 was NOT added to this dataset as a result; only this PP table is used. Worth citing this catch as an example of literature quality-control in the project writeup."
PP,100.0,0.0,0.0,300.0,,,,,HMOR_zeolite_10%,60.8,25.0,14.72,quartz_pyrolyzer,In Vitro and In Silico Evaluation of the Pyrolysis of Polyethylene and Polypropylene Environmental Waste,10.3390/polym17222968,1.0,"PRIMARY SOURCE, exact value from full CCD (Central Composite Design) Table 7, PP experiment 4/13. HMOR zeolite catalyst at stated ratio (0% = effectively thermal-only comparison point not present; all rows here are catalytic). DATA QUALITY FLAG: this paper's companion Table 8 (labeled as HDPE results under identical conditions) reproduces at least 8 of these 13 rows' liquid/char/gas values IDENTICALLY - almost certainly a table-duplication error in the source paper, not independent HDPE data. Table 8 was NOT added to this dataset as a result; only this PP table is used. Worth citing this catch as an example of literature quality-control in the project writeup."
PP,100.0,0.0,0.0,300.0,,,,,HMOR_zeolite_10%,60.2,24.8,15.4,quartz_pyrolyzer,In Vitro and In Silico Evaluation of the Pyrolysis of Polyethylene and Polypropylene Environmental Waste,10.3390/polym17222968,1.0,"PRIMARY SOURCE, exact value from full CCD (Central Composite Design) Table 7, PP experiment 5/13. HMOR zeolite catalyst at stated ratio (0% = effectively thermal-only comparison point not present; all rows here are catalytic). DATA QUALITY FLAG: this paper's companion Table 8 (labeled as HDPE results under identical conditions) reproduces at least 8 of these 13 rows' liquid/char/gas values IDENTICALLY - almost certainly a table-duplication error in the source paper, not independent HDPE data. Table 8 was NOT added to this dataset as a result; only this PP table is used. Worth citing this catch as an example of literature quality-control in the project writeup."
PP,100.0,0.0,0.0,300.0,,,,,HMOR_zeolite_10%,60.2,24.6,15.3,quartz_pyrolyzer,In Vitro and In Silico Evaluation of the Pyrolysis of Polyethylene and Polypropylene Environmental Waste,10.3390/polym17222968,1.0,"PRIMARY SOURCE, exact value from full CCD (Central Composite Design) Table 7, PP experiment 6/13. HMOR zeolite catalyst at stated ratio (0% = effectively thermal-only comparison point not present; all rows here are catalytic). DATA QUALITY FLAG: this paper's companion Table 8 (labeled as HDPE results under identical conditions) reproduces at least 8 of these 13 rows' liquid/char/gas values IDENTICALLY - almost certainly a table-duplication error in the source paper, not independent HDPE data. Table 8 was NOT added to this dataset as a result; only this PP table is used. Worth citing this catch as an example of literature quality-control in the project writeup."
PP,100.0,0.0,0.0,300.0,,,,,HMOR_zeolite_10%,60.4,24.79,15.0,quartz_pyrolyzer,In Vitro and In Silico Evaluation of the Pyrolysis of Polyethylene and Polypropylene Environmental Waste,10.3390/polym17222968,1.0,"PRIMARY SOURCE, exact value from full CCD (Central Composite Design) Table 7, PP experiment 7/13. HMOR zeolite catalyst at stated ratio (0% = effectively thermal-only comparison point not present; all rows here are catalytic). DATA QUALITY FLAG: this paper's companion Table 8 (labeled as HDPE results under identical conditions) reproduces at least 8 of these 13 rows' liquid/char/gas values IDENTICALLY - almost certainly a table-duplication error in the source paper, not independent HDPE data. Table 8 was NOT added to this dataset as a result; only this PP table is used. Worth citing this catch as an example of literature quality-control in the project writeup."
PP,100.0,0.0,0.0,300.0,,,,,HMOR_zeolite_10%,60.75,25.02,14.4,quartz_pyrolyzer,In Vitro and In Silico Evaluation of the Pyrolysis of Polyethylene and Polypropylene Environmental Waste,10.3390/polym17222968,1.0,"PRIMARY SOURCE, exact value from full CCD (Central Composite Design) Table 7, PP experiment 8/13. HMOR zeolite catalyst at stated ratio (0% = effectively thermal-only comparison point not present; all rows here are catalytic). DATA QUALITY FLAG: this paper's companion Table 8 (labeled as HDPE results under identical conditions) reproduces at least 8 of these 13 rows' liquid/char/gas values IDENTICALLY - almost certainly a table-duplication error in the source paper, not independent HDPE data. Table 8 was NOT added to this dataset as a result; only this PP table is used. Worth citing this catch as an example of literature quality-control in the project writeup."
PP,100.0,0.0,0.0,300.0,,,,,HMOR_zeolite_2.93%,43.9,50.35,6.24,quartz_pyrolyzer,In Vitro and In Silico Evaluation of the Pyrolysis of Polyethylene and Polypropylene Environmental Waste,10.3390/polym17222968,1.0,"PRIMARY SOURCE, exact value from full CCD (Central Composite Design) Table 7, PP experiment 9/13. HMOR zeolite catalyst at stated ratio (0% = effectively thermal-only comparison point not present; all rows here are catalytic). DATA QUALITY FLAG: this paper's companion Table 8 (labeled as HDPE results under identical conditions) reproduces at least 8 of these 13 rows' liquid/char/gas values IDENTICALLY - almost certainly a table-duplication error in the source paper, not independent HDPE data. Table 8 was NOT added to this dataset as a result; only this PP table is used. Worth citing this catch as an example of literature quality-control in the project writeup."
PP,100.0,0.0,0.0,300.0,,,,,HMOR_zeolite_17.07%,44.8,39.04,16.45,quartz_pyrolyzer,In Vitro and In Silico Evaluation of the Pyrolysis of Polyethylene and Polypropylene Environmental Waste,10.3390/polym17222968,1.0,"PRIMARY SOURCE, exact value from full CCD (Central Composite Design) Table 7, PP experiment 10/13. HMOR zeolite catalyst at stated ratio (0% = effectively thermal-only comparison point not present; all rows here are catalytic). DATA QUALITY FLAG: this paper's companion Table 8 (labeled as HDPE results under identical conditions) reproduces at least 8 of these 13 rows' liquid/char/gas values IDENTICALLY - almost certainly a table-duplication error in the source paper, not independent HDPE data. Table 8 was NOT added to this dataset as a result; only this PP table is used. Worth citing this catch as an example of literature quality-control in the project writeup."
PP,100.0,0.0,0.0,400.0,,,,,HMOR_zeolite_5%,40.15,52.75,7.33,quartz_pyrolyzer,In Vitro and In Silico Evaluation of the Pyrolysis of Polyethylene and Polypropylene Environmental Waste,10.3390/polym17222968,1.0,"PRIMARY SOURCE, exact value from full CCD (Central Composite Design) Table 7, PP experiment 11/13. HMOR zeolite catalyst at stated ratio (0% = effectively thermal-only comparison point not present; all rows here are catalytic). DATA QUALITY FLAG: this paper's companion Table 8 (labeled as HDPE results under identical conditions) reproduces at least 8 of these 13 rows' liquid/char/gas values IDENTICALLY - almost certainly a table-duplication error in the source paper, not independent HDPE data. Table 8 was NOT added to this dataset as a result; only this PP table is used. Worth citing this catch as an example of literature quality-control in the project writeup."
PP,100.0,0.0,0.0,400.0,,,,,HMOR_zeolite_15%,52.25,29.3,19.0,quartz_pyrolyzer,In Vitro and In Silico Evaluation of the Pyrolysis of Polyethylene and Polypropylene Environmental Waste,10.3390/polym17222968,1.0,"PRIMARY SOURCE, exact value from full CCD (Central Composite Design) Table 7, PP experiment 12/13. HMOR zeolite catalyst at stated ratio (0% = effectively thermal-only comparison point not present; all rows here are catalytic). DATA QUALITY FLAG: this paper's companion Table 8 (labeled as HDPE results under identical conditions) reproduces at least 8 of these 13 rows' liquid/char/gas values IDENTICALLY - almost certainly a table-duplication error in the source paper, not independent HDPE data. Table 8 was NOT added to this dataset as a result; only this PP table is used. Worth citing this catch as an example of literature quality-control in the project writeup."
PP,100.0,0.0,0.0,441.0,,,,,HMOR_zeolite_10%,38.1,52.3,10.25,quartz_pyrolyzer,In Vitro and In Silico Evaluation of the Pyrolysis of Polyethylene and Polypropylene Environmental Waste,10.3390/polym17222968,1.0,"PRIMARY SOURCE, exact value from full CCD (Central Composite Design) Table 7, PP experiment 13/13. HMOR zeolite catalyst at stated ratio (0% = effectively thermal-only comparison point not present; all rows here are catalytic). DATA QUALITY FLAG: this paper's companion Table 8 (labeled as HDPE results under identical conditions) reproduces at least 8 of these 13 rows' liquid/char/gas values IDENTICALLY - almost certainly a table-duplication error in the source paper, not independent HDPE data. Table 8 was NOT added to this dataset as a result; only this PP table is used. Worth citing this catch as an example of literature quality-control in the project writeup."
HDPE,0.0,0.0,100.0,434.3,,5000.0,,7.9,none,79.1,,,slow_pyrolysis_batch,"Response surface design, modelling and analysis on pyrolysis of waste high-density polyethylene (HDPE)",10.1007/s10163-023-01846-x,1.0,"PRIMARY SOURCE, exact value - RSM-validated optimum from a 2-factor (heating rate, temperature) Box-Behnken design targeting wax yield, mapped to oil_yield_wt% as the closest schema equivalent. Full results table is paywalled (abstract-only access) - only the single reported validated optimum point extracted. Gas/char not reported. 5kg feedstock scale, notably larger than most other sources in this dataset."
mixed,,,,,,,,10.0,none,61.0,34.0,5.0,semi_batch,"Pyrolysis of plastic waste for sustainable energy Recovery (secondary citation of Riesco-Avila, Vera-Rozo et al.)",https://www.sciencedirect.com/science/article/pii/S0196890425000342,0.6,"SECONDARY CITATION - verify against Riesco-Avila et al. primary source. Mixed PP/LDPE/HDPE, exact composition not specified in secondary source. Char calculated by difference. Temperature not stated - only heating rate reported. Pairs with next row as isolated heating-rate comparison."
mixed,,,,,,,,28.0,none,33.0,63.0,4.0,semi_batch,"Pyrolysis of plastic waste for sustainable energy Recovery (secondary citation of Riesco-Avila, Vera-Rozo et al.)",https://www.sciencedirect.com/science/article/pii/S0196890425000342,0.6,"SECONDARY CITATION - verify against Riesco-Avila et al. primary source. Same mixture/reactor as previous row, only heating rate varies (10 vs 28C/min) - isolated comparison pair showing large heating-rate sensitivity. Char calculated by difference."
mixed,40.0,0.0,41.0,505.0,,,,,none,48.0,26.0,26.0,fluidized_bed_pilot_continuous,Full Utilization of Hard-to-Recycle Mixed Plastic Waste by Conversion toward Pyrolysis Oil and BTX Aromatics on a Pilot Scale,10.1021/acs.energyfuels.4c05631,1.0,"PRIMARY SOURCE, exact values - pilot-scale (5 kg/h continuous feed) fluidized bed, polyolefin-rich fraction (~81wt% PE+PP, exact PE/PP split not given so pct_PP/pct_HDPE are approximate placeholders assuming ~even split, real composition may differ - flagged). Temperature range 460-550C reported as operating window, 505C used as midpoint estimate. Char calculated by difference. Genuinely pilot-scale, not lab-scale like most sources in this dataset - valuable for techno-economic realism."
HDPE,0.0,0.0,100.0,450.0,,,,5.0,none,23.3,,,fixed_bed_TGA,Kinetic study of pyrolysis of high-density polyethylene (HDPE) waste at different bed thickness in a fixed bed reactor,10.1002/cjce.24123,1.0,"Values from Figure 2 (wax yield vs temperature), mapped to oil_yield_wt% as closest schema equivalent. Exact heating rate (5C/min) explicitly stated. Gas/char not extracted from this source. Shows classic peak-then-decline pattern (peaks at 500C) consistent with secondary cracking chemistry."
HDPE,0.0,0.0,100.0,500.0,,,,5.0,none,31.7,,,fixed_bed_TGA,Kinetic study of pyrolysis of high-density polyethylene (HDPE) waste at different bed thickness in a fixed bed reactor,10.1002/cjce.24123,1.0,"Values from Figure 2 (wax yield vs temperature), mapped to oil_yield_wt% as closest schema equivalent. Exact heating rate (5C/min) explicitly stated. Gas/char not extracted from this source. Shows classic peak-then-decline pattern (peaks at 500C) consistent with secondary cracking chemistry."
HDPE,0.0,0.0,100.0,550.0,,,,5.0,none,29.0,,,fixed_bed_TGA,Kinetic study of pyrolysis of high-density polyethylene (HDPE) waste at different bed thickness in a fixed bed reactor,10.1002/cjce.24123,1.0,"Values from Figure 2 (wax yield vs temperature), mapped to oil_yield_wt% as closest schema equivalent. Exact heating rate (5C/min) explicitly stated. Gas/char not extracted from this source. Shows classic peak-then-decline pattern (peaks at 500C) consistent with secondary cracking chemistry."
PP,100.0,0.0,0.0,300.0,,,,,HMOR_zeolite_10wt%,60.8,,,unspecified,In Vitro and In Silico Evaluation of the Pyrolysis of Polyethylene and Polypropylene Environmental Waste,10.3390/polym17222968,1.0,"PRIMARY SOURCE, exact value from identified optimal condition. Paired with HDPE row from same study/conditions for direct comparison."
HDPE,0.0,0.0,100.0,300.0,,,,,HMOR_zeolite_10wt%,87.3,,,unspecified,In Vitro and In Silico Evaluation of the Pyrolysis of Polyethylene and Polypropylene Environmental Waste,10.3390/polym17222968,1.0,"PRIMARY SOURCE, exact value from identified optimal condition. Paired with PP row from same study/conditions."
LDPE,0.0,100.0,0.0,450.0,,,,,silica_alumina_1:25,87.69,,,unspecified,Catalytic pyrolysis of plastic wastes with two different types of catalysts: ZSM-5 zeolite and Red Mud,https://www.researchgate.net/publication/229127526,1.0,"PRIMARY SOURCE, exact value stated directly in text. Catalyst-to-plastic ratio 1:25."
HDPE,0.0,0.0,100.0,450.0,,,,,silica_alumina_1:25,83.25,,,unspecified,Catalytic pyrolysis of plastic wastes with two different types of catalysts: ZSM-5 zeolite and Red Mud,https://www.researchgate.net/publication/229127526,1.0,"PRIMARY SOURCE, exact value stated directly in text. Catalyst-to-plastic ratio 1:25."
PP,100.0,0.0,0.0,450.0,,,,,AAL,70.0,,,unspecified,Catalytic pyrolysis of plastic wastes with two different types of catalysts: ZSM-5 zeolite and Red Mud,https://www.researchgate.net/publication/229127526,1.0,"PRIMARY SOURCE, exact value stated directly in text as highest yield across plastics tested."
LDPE,0.0,100.0,0.0,475.0,,,,10.0,ZSM-5,70.0,16.0,14.0,bench_scale_batch,Conversion of plastic waste into fuel oil using zeolite catalysts in a bench-scale pyrolysis reactor,https://pmc.ncbi.nlm.nih.gov/articles/PMC8982165/,1.0,"Same source as an existing LDPE row from this dataset, but a DISTINCT catalyst (ZSM-5 specifically vs. generic 'zeolite' in the earlier row) - not a duplicate. CAVEAT: study reports operating range as 450-500C, not pinned to a single temperature for this result - using range midpoint (475C) as placeholder, same convention as the earlier row from this source."
HDPE,0.0,0.0,100.0,550.0,,,,,none,70.0,36.0,,novel_fixed_bed,Catalytic pyrolysis of HDPE for enhanced hydrocarbon yield (secondary citation of Al-Salem/Lopez et al. 2011),https://www.sciencedirect.com/science/article/pii/S2772508124000759,0.3,"SECONDARY CITATION - verify against Al-Salem/Lopez et al. 2011 primary source. WARNING: oil+gas = 106%, exceeds 100% - likely rounding/reporting error in secondary source. Kept for completeness but flagged as lower reliability."
HDPE,0.0,0.0,100.0,500.0,,,,,none,,20.2,,TGA_isothermal,Kinetic study of high density polyethylene (HDPE) pyrolysis,https://www.researchgate.net/publication/244387290,1.0,PRIMARY SOURCE for gas yield only - oil/char not extracted from available text. Isothermal TGA runs at 500/550/600C. Included despite incompleteness because gas_yield_wt% is a genuinely useful partial data point and the schema allows partial rows (see many other entries with blank oil/gas/char columns).
